Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
836;15791;"Chemistry and Technology of Fuels and Oils";journal;"00093092, 15738310";0,184;Q4;20;159;375;3318;220;374;0,57;20,87;34,68;0;13;United States;Northern America;"Springer Science and Business Media, LLC";"1965-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
837;28343;"Revista de Metalurgia";journal;"00348570, 19884222";0,184;Q4;22;21;72;707;57;72;0,83;33,67;18,64;0;5;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1968-1972, 1974-1994, 1996-2023";"Condensed Matter Physics (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
838;21101080474;"World Journal of Chemical Education";journal;"23751657, 23751665";0,184;Q4;5;22;69;409;26;69;0,38;18,59;29,41;0;7;United States;Northern America;"Science and Education Publishing";"2019-2023";"Analytical Chemistry (Q4); Chemistry (miscellaneous) (Q4); Education (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Social Sciences"
839;21101073599;"Environmental Chemistry";journal;"02546108";0,183;Q4;8;0;562;0;377;559;0,67;0,00;0,00;0;0;China;Asiatic Region;"Science China Press";"2021-2022";"Analytical Chemistry (Q4); Environmental Chemistry (Q4); Pollution (Q4)";"Chemistry; Environmental Science"
840;24701;"Journal of Chemical Crystallography";journal;"15728854, 10741542";0,183;Q4;36;55;166;2167;146;166;0,96;39,40;34,22;0;1;United States;Northern America;"Springer New York";"1994-2023";"Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4)";"Chemistry; Physics and Astronomy"
841;21100995058;"Kondensirovannye Sredy Mezhfaznye Granitsy";journal;"26870711, 1606867X";0,182;Q4;6;62;172;1863;112;170;0,75;30,05;33,95;0;4;Russian Federation;Eastern Europe;"Voronezh State University";"2019-2023";"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Electrochemistry (Q4); Electronic, Optical and Magnetic Materials (Q4); Inorganic Chemistry (Q4); Materials Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
842;13813;"Ranshao Kexue Yu Jishu/Journal of Combustion Science and Technology";journal;"10068740";0,182;Q4;19;78;263;1701;133;263;0,54;21,81;34,87;0;8;China;Asiatic Region;"Tianjin Daxue/Tianjin University";"1996-2023";"Condensed Matter Physics (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Physics and Astronomy"
843;21100316073;"Acta crystallographica. Section C, Structural chemistry";journal;"20532296";0,181;Q4;23;67;339;2587;217;332;0,62;38,61;35,55;0;5;United States;Northern America;"John Wiley & Sons Inc.";"1987-1988, 1990-1991, 1994-1995, 2014-2023";"Condensed Matter Physics (Q4); Inorganic Chemistry (Q4); Materials Chemistry (Q4); Medicine (miscellaneous) (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Medicine; Physics and Astronomy"
844;25899;"Journal of Photopolymer Science and Technology";journal;"09149244";0,181;Q4;41;0;260;0;151;259;0,45;0,00;0,00;0;0;Japan;Asiatic Region;"Tokai University";"1988-2022";"Materials Chemistry (Q4); Organic Chemistry (Q4); Polymers and Plastics (Q4)";"Chemistry; Materials Science"
845;21101041523;"Malaysian Journal of Fundamental and Applied Sciences";journal;"22895981, 2289599X";0,181;Q4;13;105;261;3507;255;261;1,08;33,40;44,96;0;36;Malaysia;Asiatic Region;"Penerbit UTM Press";"2015, 2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Mathematics; Physics and Astronomy"
846;21100242238;"Mass Spectrometry Letters";journal;"20938950, 22334203";0,181;Q4;12;19;73;799;44;70;0,49;42,05;42,00;0;2;South Korea;Asiatic Region;"Korean Society Mass Spectrometry";"2010-2023";"Analytical Chemistry (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Spectroscopy (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
847;26426;"Oxidation Communications";journal;"02094541";0,180;Q4;23;101;227;2291;95;224;0,48;22,68;49,18;0;48;Bulgaria;Eastern Europe;"Scibulcom Ltd.";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
848;24771;"Membrane Technology";journal;"09582118";0,179;Q4;26;0;26;0;25;25;2,29;0,00;0,00;0;0;United Kingdom;Western Europe;"MA Healthcare Ltd";"1990-2021";"Industrial and Manufacturing Engineering (Q3); Chemistry (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Environmental Science (miscellaneous) (Q4); Food Science (Q4); Materials Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Chemistry; Energy; Engineering; Environmental Science; Materials Science"
849;19383;"Fluoride - Quarterly Reports";journal;"22534083, 00154725";0,178;Q4;51;45;74;1579;45;65;0,49;35,09;56,05;0;12;New Zealand;Pacific Region;"International Society for Fluoride Research";"1973-2023";"Dentistry (miscellaneous) (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry (Q4); Chemistry (miscellaneous) (Q4); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Dentistry; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
850;21101038672;"Reference Series in Phytochemistry";book series;"2511834X, 25118358";0,178;Q4;19;105;251;9903;304;52;0,62;94,31;40,91;0;57;Switzerland;Western Europe;"Springer Science and Business Media B.V.";"2017-2023";"Biochemistry (Q4); Organic Chemistry (Q4); Plant Science (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
851;22182;"Arkivoc";journal;"15517004, 15517012";0,177;Q4;68;95;408;4091;275;407;0,68;43,06;34,16;0;9;United States;Northern America;"Arkat USA";"2000-2023";"Organic Chemistry (Q4)";"Chemistry"
852;26885;"Doklady Physical Chemistry";journal;"00125016, 16083121";0,177;Q4;24;26;80;1014;66;80;0,98;39,00;34,74;0;3;United States;Northern America;"Pleiades Publishing";"1996-2023";"Physical and Theoretical Chemistry (Q4)";"Chemistry"
853;21101066337;"Iraqi Journal of Applied Physics";journal;"18132065, 23091673";0,177;Q4;7;79;66;2229;67;65;0,65;28,22;42,34;0;15;Iraq;Middle East;"Iraqi Society for Alternative and Renewable Energy Sources and Techniques";"2019-2023";"Electronic, Optical and Magnetic Materials (Q4); Physical and Theoretical Chemistry (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
854;21100933230;"Tropical Journal of Natural Product Research";journal;"26160692, 26160684";0,177;Q4;11;421;836;16998;684;836;0,82;40,38;44,37;0;161;Nigeria;Africa;"Faculty of Pharmacy, University of Benin";"2017-2023";"Pharmaceutical Science (Q3); Analytical Chemistry (Q4); Biochemistry (Q4); Complementary and Alternative Medicine (Q4); Drug Discovery (Q4); Molecular Medicine (Q4); Pharmacology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
855;21100825292;"Voprosy Khimii i Khimicheskoi Tekhnologii";journal;"03214095, 24137987";0,177;Q4;11;98;294;1677;136;294;0,41;17,11;49,16;0;17;Ukraine;Eastern Europe;"Ukrainian State University of Chemical Technology";"2015-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Environmental Chemistry (Q4); Materials Chemistry (Q4)";"Chemical Engineering; Chemistry; Environmental Science; Materials Science"
856;96594;"Huagong Xuebao/CIESC Journal";journal;"04381157";0,176;Q4;33;411;1824;18890;1376;1824;0,81;45,96;34,77;0;118;China;Asiatic Region;"Materials China";"1985-1987, 1989, 1993-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
857;18300156736;"Acta Scientiarum - Technology";journal;"18078664, 18062563";0,174;Q4;23;57;189;1965;133;188;0,67;34,47;34,87;0;18;Brazil;Latin America;"Universidade Estadual de Maringa";"2008-2023";"Chemistry (miscellaneous) (Q4); Computer Science (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemistry; Computer Science; Earth and Planetary Sciences; Engineering; Mathematics; Physics and Astronomy"
858;24676;"Crystallography Reports";journal;"10637745, 1562689X";0,174;Q4;44;159;525;4221;273;524;0,46;26,55;39,29;0;9;United States;Northern America;"Pleiades Publishing";"1996-2023";"Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
859;19900193838;"Leather and Footwear Journal";journal;"15834433";0,174;Q4;10;6;82;165;36;82;0,29;27,50;50,00;0;2;Romania;Eastern Europe;"Institutional National de Cercetare-Dezvoltare Pentru Texttile Pielarie";"2010-2022";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4)";"Chemical Engineering; Chemistry; Engineering"
860;4700152615;"Letters in Organic Chemistry";journal;"15701786, 18756255";0,174;Q4;33;123;375;5692;266;336;0,76;46,28;39,94;0;25;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2005-2023";"Biochemistry (Q4); Organic Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
861;17700155039;"Revista Materia";journal;"15177076";0,174;Q4;23;133;657;4792;370;647;0,57;36,03;33,95;0;30;Brazil;Latin America;"Universidade Federal do Rio de Janeiro - UFRJ";"2009-2023";"Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
862;25141;"Zeitschrift fur Kristallographie - New Crystal Structures";journal;"14337266, 21974578";0,174;Q4;39;359;1149;4523;280;1149;0,29;12,60;40,65;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"1954, 1956-2023";"Condensed Matter Physics (Q4); Inorganic Chemistry (Q4); Materials Science (miscellaneous) (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
863;21100978910;"Chimica Techno Acta";journal;"24111414, 24095613";0,173;Q4;6;64;160;2518;121;158;0,94;39,34;53,88;0;12;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Chemistry (Q4)";"Chemical Engineering; Chemistry; Materials Science"
864;21101082063;"Industrial Laboratory. Materials Diagnostics";journal;"10286861, 25880187";0,173;Q4;12;125;363;2701;130;359;0,37;21,61;41,29;0;11;Russian Federation;Eastern Europe;"";"2001-2005, 2019-2023";"Analytical Chemistry (Q4); Applied Mathematics (Q4); Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Chemistry; Engineering; Materials Science; Mathematics"
865;21101089396;"IUCrData";journal;"24143146";0,173;Q4;3;113;111;1578;37;106;0,37;13,96;25,91;0;1;United Kingdom;Western Europe;"International Union of Crystallography";"2019-2023";"Analytical Chemistry (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4)";"Chemistry"
866;21100855909;"Methods and Objects of Chemical Analysis";journal;"19910290, 24136166";0,173;Q4;7;20;52;519;38;52;0,60;25,95;56,86;0;3;Ukraine;Eastern Europe;"Taras Shevchenko National University of Kyiv";"2017-2023";"Analytical Chemistry (Q4)";"Chemistry"
867;21100201972;"Chemija";journal;"02357216";0,172;Q4;17;16;71;575;55;71;0,55;35,94;46,15;0;3;Lithuania;Eastern Europe;"Lietuvos Mokslu Akademijos Leidykla";"2008-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
868;23521;"Ecletica Quimica";journal;"01004670";0,172;Q4;25;18;80;767;71;78;0,81;42,61;44,83;0;9;Brazil;Latin America;"Atlantis Livros Ltda.";"1976-1983, 1985-2023";"Chemistry (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemistry; Physics and Astronomy"
869;25864;"Heterocycles";journal;"03855414";0,172;Q4;70;0;464;0;278;459;0,63;0,00;0,00;0;0;Japan;Asiatic Region;"Japan Institute of Heterocyclic Chemistry";"1983-2022";"Analytical Chemistry (Q4); Organic Chemistry (Q4); Pharmacology (Q4)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
870;21669;"InterCeram: International Ceramic Review";journal;"00205214";0,172;Q4;18;0;97;0;44;70;0,36;0,00;0,00;0;0;Germany;Western Europe;"Expert Fachmedien Gmbh";"1979, 1983-1986, 1993-2022";"Ceramics and Composites (Q4); Inorganic Chemistry (Q4); Materials Chemistry (Q4)";"Chemistry; Materials Science"
871;28136;"Journal of Computational and Theoretical Nanoscience";journal;"15461955, 15461963";0,172;Q4;62;0;135;0;98;134;0,00;0,00;0,00;0;0;United States;Northern America;"American Scientific Publishers";"2004-2020";"Chemistry (miscellaneous) (Q4); Computational Mathematics (Q4); Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Materials Science (miscellaneous) (Q4); Nanoscience and Nanotechnology (Q4)";"Chemistry; Engineering; Materials Science; Mathematics; Physics and Astronomy"
872;23349;"Journal of the Chemical Society of Pakistan";journal;"02535106";0,172;Q4;30;60;235;2191;163;235;0,67;36,52;38,61;0;18;Pakistan;Asiatic Region;"Chemical Society of Pakistan";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
873;145347;"Moscow University Chemistry Bulletin";journal;"00271314, 19350260";0,171;Q4;14;38;167;1515;109;167;0,68;39,87;60,00;0;5;United States;Northern America;"Pleiades Publishing";"2004-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
874;21100223518;"Revista Latinoamericana de Quimica";journal;"03705943";0,171;Q4;9;6;1;189;1;1;1,00;31,50;52,63;0;1;Mexico;Latin America;"Mixim Laboratories Inc.";"2012-2013, 2018-2019, 2022-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
875;21101065486;"Journal of Integrated Science and Technology";journal;"23214635";0,170;Q4;6;64;46;2548;84;46;1,86;39,81;42,61;0;21;India;Asiatic Region;"ScienceIn Publishing";"2019-2024";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Environmental Science; Materials Science; Mathematics; Pharmacology, Toxicology and Pharmaceutics; Physics and Astronomy"
876;7200153124;"Eurasian Chemico-Technological Journal";journal;"15623920";0,169;Q4;15;20;105;754;68;105;0,64;37,70;35,79;0;9;Kazakhstan;Asiatic Region;"Institute of Combustion Problems, al-Farabi Kazakh State National University";"2003-2004, 2007-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Materials Science; Physics and Astronomy"
877;19700188164;"Malaysian Journal of Analytical Sciences";journal;"13942506";0,169;Q4;25;108;310;3978;196;305;0,45;36,83;58,61;0;40;Malaysia;Asiatic Region;"Faculty of Science and Technology, Universiti Kebangsaan Malaysia";"2010-2023";"Analytical Chemistry (Q4)";"Chemistry"
878;21100880984;"Pakistan Journal of Analytical and Environmental Chemistry";journal;"1996918X, 22215255";0,169;Q4;7;23;104;784;67;103;0,59;34,09;41,18;0;9;Pakistan;Asiatic Region;"University of Sindh";"2018-2023";"Analytical Chemistry (Q4); Environmental Chemistry (Q4)";"Chemistry; Environmental Science"
879;25260;"Heteroatom Chemistry";journal;"10981071, 10427163";0,167;Q4;46;3;14;149;10;14;1,14;49,67;27,78;0;2;United States;Northern America;"Wiley-Blackwell";"1990-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
880;24098;"Indian Journal of Chemical Technology";journal;"0971457X";0,167;Q4;44;89;230;3658;145;228;0,57;41,10;34,25;0;33;India;Asiatic Region;"National Institute of Science Communication and Information Resources (NISCAIR)";"1994-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
881;21100218382;"Progress on Chemistry and Application of Chitin and its Derivatives";journal;"18965644";0,167;Q4;14;17;53;487;38;53;0,77;28,65;36,67;0;0;Poland;Eastern Europe;"Polish Chitin Society";"2012-2022";"Biochemistry (Q4); Organic Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
882;21101038808;"Sorbtsionnye i Khromatograficheskie Protsessy";journal;"16800613";0,166;Q4;5;92;262;2089;93;261;0,40;22,71;53,68;0;11;Russian Federation;Eastern Europe;"Voronezh State University";"2019-2023";"Analytical Chemistry (Q4); Colloid and Surface Chemistry (Q4); Physical and Theoretical Chemistry (Q4); Polymers and Plastics (Q4)";"Chemical Engineering; Chemistry; Materials Science"
883;23372;"Chemicke Listy";journal;"12137103, 00092770";0,165;Q4;30;96;324;3341;116;265;0,41;34,80;51,14;0;20;Czech Republic;Eastern Europe;"Czech Society of Chemical Engineering";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
884;26570;"Journal of Cosmetic Science";journal;"15257886";0,165;Q4;43;25;115;876;51;112;0,29;35,04;62,38;0;5;United States;Northern America;"Society of Cosmetic Chemists";"1996-2023";"Chemistry (miscellaneous) (Q4); Dermatology (Q4); Medicine (miscellaneous) (Q4)";"Chemistry; Medicine"
885;14200154740;"Revista Colombiana de Quimica";journal;"01202804";0,164;Q4;10;0;40;0;32;40;0,36;0,00;0,00;0;0;Colombia;Latin America;"Universidad Nacional de Colombia";"2008-2022";"Chemistry (miscellaneous) (Q4)";"Chemistry"
886;21100850732;"Khimiya Rastitel'nogo Syr'ya";journal;"10295143, 10295151";0,163;Q4;8;152;440;5043;201;440;0,44;33,18;64,49;0;11;Russian Federation;Eastern Europe;"Altai State University";"2017-2023";"Biomaterials (Q4); Organic Chemistry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Chemistry; Materials Science"
887;21100820675;"Orbital";journal;"19846428";0,162;Q4;12;30;137;1096;106;137;0,85;36,53;43,36;0;8;Brazil;Latin America;"Universidade Federal de Mato Grosso do Sul, Departamento de Quimica";"2017-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Materials Science"
